DAY_OF_WEEK,MKT_UNIQUE_CARRIER,OP_UNIQUE_CARRIER,OP_CARRIER_FL_NUM,ORIGIN,DEST,ARR_TIME,ARR_DELAY,CANCELLED,DIVERTED,DUP,DISTANCE,WEATHER_DELAY,NAS_DELAY,LATE_AIRCRAFT_DELAY,DIV_AIRPORT_LANDINGS,CRS_ELAPSED_TIME,SCH_DEP_TIME,SCH_ARR_TIME,ORGIN_WTH_JOIN,DEST_WTH_JOIN,ORGIN_WTH_name,ORGIN_WTH_datetime,ORGIN_WTH_temp,ORGIN_WTH_feelslike,ORGIN_WTH_dew,ORGIN_WTH_humidity,ORGIN_WTH_precip,ORGIN_WTH_precipprob,ORGIN_WTH_preciptype,ORGIN_WTH_snow,ORGIN_WTH_snowdepth,ORGIN_WTH_windgust,ORGIN_WTH_windspeed,ORGIN_WTH_winddir,ORGIN_WTH_sealevelpressure,ORGIN_WTH_cloudcover,ORGIN_WTH_visibility,ORGIN_WTH_solarradiation,ORGIN_WTH_solarenergy,ORGIN_WTH_uvindex,ORGIN_WTH_severerisk,ORGIN_WTH_conditions,ORGIN_WTH_icon,ORGIN_WTH_stations,DEST_WTH_name,DEST_WTH_datetime,DEST_WTH_temp,DEST_WTH_feelslike,DEST_WTH_dew,DEST_WTH_humidity,DEST_WTH_precip,DEST_WTH_precipprob,DEST_WTH_preciptype,DEST_WTH_snow,DEST_WTH_snowdepth,DEST_WTH_windgust,DEST_WTH_windspeed,DEST_WTH_winddir,DEST_WTH_sealevelpressure,DEST_WTH_cloudcover,DEST_WTH_visibility,DEST_WTH_solarradiation,DEST_WTH_solarenergy,DEST_WTH_uvindex,DEST_WTH_severerisk,DEST_WTH_conditions,DEST_WTH_icon,DEST_WTH_stations
5,UA,YX,3602,ORD,SYR,1316.0,-10.0,0,0,N,607,,,,0,,2022-05-27 10:37:00,2022-05-27 13:26:00,2022-05-27 11:00:00ORD,2022-05-27 13:00:00SYR,ORD,2022-05-27 11:00:00,55.9,55.9,51.3,84.34,0.025,100,rain,0.0,0.0,25.6,16.4,355.0,1008.8,100.0,9.2,63,0.2,1,10.0,"Rain, Overcast",rain,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK",SYR,2022-05-27 13:00:00,73.0,73.0,64.2,73.99,0.001,100,rain,0.0,0.0,19.7,12.5,194.0,1007.5,99.8,9.9,307,1.1,3,10.0,"Rain, Overcast",rain,"KSYR,72519014771,72514654773,KFZY,72519664775,0534W,KRME"
5,AA,MQ,4203,ORD,SYR,1628.0,5.0,0,0,N,607,,,,0,,2022-05-27 13:35:00,2022-05-27 16:23:00,2022-05-27 14:00:00ORD,2022-05-27 16:00:00SYR,ORD,2022-05-27 14:00:00,59.9,59.9,51.2,72.79,0.0,0,,0.0,0.0,30.5,15.8,357.0,1009.8,100.0,9.9,190,0.7,2,10.0,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK",SYR,2022-05-27 16:00:00,70.0,70.0,67.8,92.84,0.021,100,rain,0.0,0.0,17.7,6.9,31.0,1005.0,100.0,9.6,139,0.5,1,10.0,"Rain, Overcast",rain,"KSYR,72519014771,72514654773,KFZY,72519664775,0534W,KRME"
5,DL,9E,4730,JFK,SYR,,,1,0,N,209,,,,0,,2022-05-27 15:10:00,2022-05-27 16:25:00,2022-05-27 15:00:00JFK,2022-05-27 16:00:00SYR,JFK,2022-05-27 15:00:00,75.1,75.1,65.0,71.0,0.0,0,rain,0.0,0.0,24.2,10.2,160.0,1011.8,98.6,9.9,387,1.4,4,10.0,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732",SYR,2022-05-27 16:00:00,70.0,70.0,67.8,92.84,0.021,100,rain,0.0,0.0,17.7,6.9,31.0,1005.0,100.0,9.6,139,0.5,1,10.0,"Rain, Overcast",rain,"KSYR,72519014771,72514654773,KFZY,72519664775,0534W,KRME"
5,UA,OO,5235,ORD,SYR,1725.0,28.0,0,0,N,607,0.0,0.0,0.0,0,,2022-05-27 14:04:00,2022-05-27 16:57:00,2022-05-27 14:00:00ORD,2022-05-27 17:00:00SYR,ORD,2022-05-27 14:00:00,59.9,59.9,51.2,72.79,0.0,0,,0.0,0.0,30.5,15.8,357.0,1009.8,100.0,9.9,190,0.7,2,10.0,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK",SYR,2022-05-27 17:00:00,68.9,68.9,66.6,92.37,0.037,100,rain,0.0,0.0,13.0,6.1,49.0,1004.2,100.0,6.6,58,0.2,1,10.0,"Rain, Overcast",rain,"KSYR,72519014771,72514654773,KFZY,0534W"
5,AA,YX,4798,ORD,SYR,2315.0,0.0,0,0,N,607,,,,0,,2022-05-27 20:25:00,2022-05-27 23:15:00,2022-05-27 20:00:00ORD,2022-05-27 23:00:00SYR,ORD,2022-05-27 20:00:00,60.9,60.9,50.5,68.71,0.0,0,,0.0,0.0,14.3,4.9,322.0,1011.8,24.2,9.9,19,0.1,0,10.0,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK",SYR,2022-05-27 23:00:00,63.0,63.0,61.1,93.51,0.0,0,,0.0,0.0,4.0,0.0,0.0,1005.8,89.6,9.9,0,0.0,0,10.0,Partially cloudy,partly-cloudy-night,"KSYR,72519014771,72514654773,KFZY,72519664775,KRME"
5,B6,B6,2516,JFK,SYR,2344.0,37.0,0,0,N,209,0.0,0.0,15.0,0,,2022-05-27 21:45:00,2022-05-27 23:07:00,2022-05-27 22:00:00JFK,2022-05-27 23:00:00SYR,JFK,2022-05-27 22:00:00,65.9,65.9,62.9,90.2,0.0,0,,0.0,0.0,20.8,4.7,249.0,1010.5,100.0,9.9,0,0.0,0,3.0,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,KNYC",SYR,2022-05-27 23:00:00,63.0,63.0,61.1,93.51,0.0,0,,0.0,0.0,4.0,0.0,0.0,1005.8,89.6,9.9,0,0.0,0,10.0,Partially cloudy,partly-cloudy-night,"KSYR,72519014771,72514654773,KFZY,72519664775,KRME"
5,B6,B6,656,MCO,SYR,1531.0,55.0,0,0,N,1053,0.0,0.0,0.0,0,,2022-05-27 11:51:00,2022-05-27 14:36:00,2022-05-27 12:00:00MCO,2022-05-27 15:00:00SYR,MCO,2022-05-27 12:00:00,87.7,92.7,70.0,55.89,0.0,0,,0.0,0.0,13.0,11.4,183.0,1016.5,88.6,9.9,642,2.3,6,30.0,Partially cloudy,partly-cloudy-day,"72205312841,72205712854,D4166,72205012815,KISM,KORL,KMCO",SYR,2022-05-27 15:00:00,70.1,70.1,66.7,89.06,0.021,100,rain,0.0,0.0,5.4,3.3,348.0,1006.4,99.8,9.7,200,0.7,2,30.0,"Rain, Overcast",rain,"KSYR,72519014771,72514654773,KFZY,72519664775,0534W,KRME"
5,DL,9E,4953,JFK,SYR,,,1,0,N,209,,,,0,,2022-05-27 20:30:00,2022-05-27 21:56:00,2022-05-27 20:00:00JFK,2022-05-27 22:00:00SYR,JFK,2022-05-27 20:00:00,66.8,66.8,62.1,84.98,0.0,0,,0.0,0.0,20.8,6.9,180.0,1010.4,2.4,9.9,26,0.1,0,3.0,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732",SYR,2022-05-27 22:00:00,63.0,63.0,62.0,96.69,0.0,0,,0.0,0.0,6.9,3.4,220.0,1006.2,89.5,9.9,0,0.0,0,10.0,Partially cloudy,partly-cloudy-night,"KSYR,72519014771,72514654773,KFZY,72519664775,KRME"
5,DL,9E,5446,JFK,SYR,1336.0,-28.0,0,0,N,209,,,,0,,2022-05-27 12:43:00,2022-05-27 14:04:00,2022-05-27 13:00:00JFK,2022-05-27 14:00:00SYR,JFK,2022-05-27 13:00:00,78.9,78.9,65.0,62.43,0.0,0,,0.0,0.0,19.7,3.5,150.0,1012.9,50.6,9.9,866,3.1,9,10.0,Partially cloudy,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732",SYR,2022-05-27 14:00:00,71.0,71.0,65.0,81.24,0.0,0,,0.0,0.0,19.5,7.7,203.0,1007.3,100.0,7.0,190,0.7,2,10.0,Overcast,cloudy,"KSYR,72519014771,72514654773,KFZY,72519664775,0534W,KRME"
5,UA,UA,2051,ORD,SYR,2044.0,-7.0,0,0,N,607,,,,0,,2022-05-27 18:00:00,2022-05-27 20:51:00,2022-05-27 18:00:00ORD,2022-05-27 21:00:00SYR,ORD,2022-05-27 18:00:00,62.8,62.8,50.3,63.68,0.0,0,,0.0,0.0,15.7,9.4,6.0,1011.3,90.3,9.9,76,0.3,1,10.0,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK",SYR,2022-05-27 21:00:00,63.0,63.0,62.0,96.65,0.001,100,rain,0.0,0.0,20.8,6.9,248.0,1005.5,67.7,9.9,13,0.0,0,10.0,"Rain, Partially cloudy",rain,"KSYR,72519014771,72514654773,KFZY,72519664775,0534W,KRME"
6,AA,OO,3295,ORD,SYR,1718.0,70.0,0,0,N,607,0.0,0.0,70.0,0,,2022-05-07 13:15:00,2022-05-07 16:08:00,2022-05-07 13:00:00ORD,2022-05-07 16:00:00SYR,ORD,2022-05-07 13:00:00,63.6,63.6,32.5,31.07,0.0,0,,0.0,0.0,24.2,12.6,53.0,1015.6,0.0,9.9,774,2.8,8,10.0,Clear,clear-day,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK",SYR,2022-05-07 16:00:00,60.2,60.2,23.3,24.05,0.0,0,,0.0,0.0,14.1,8.2,68.0,1013.5,84.3,9.9,458,1.6,5,10.0,Partially cloudy,partly-cloudy-day,"KSYR,72519014771,72514654773,KFZY,72519664775,0534W,KRME"
6,DL,9E,4730,JFK,SYR,1701.0,36.0,0,0,N,209,0.0,13.0,0.0,0,,2022-05-07 15:10:00,2022-05-07 16:25:00,2022-05-07 15:00:00JFK,2022-05-07 16:00:00SYR,JFK,2022-05-07 15:00:00,47.8,41.1,44.9,89.35,0.005,100,rain,0.0,0.0,30.9,18.2,41.0,1011.6,100.0,8.3,128,0.5,1,10.0,"Rain, Overcast",rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732",SYR,2022-05-07 16:00:00,60.2,60.2,23.3,24.05,0.0,0,,0.0,0.0,14.1,8.2,68.0,1013.5,84.3,9.9,458,1.6,5,10.0,Partially cloudy,partly-cloudy-day,"KSYR,72519014771,72514654773,KFZY,72519664775,0534W,KRME"
6,AA,YX,4798,ORD,SYR,2356.0,41.0,0,0,N,607,0.0,1.0,0.0,0,,2022-05-07 20:25:00,2022-05-07 23:15:00,2022-05-07 20:00:00ORD,2022-05-07 23:00:00SYR,ORD,2022-05-07 20:00:00,54.4,54.4,28.0,35.99,0.0,0,,0.0,0.0,4.7,8.2,33.0,1015.1,0.0,9.9,12,0.0,0,10.0,Clear,clear-night,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK",SYR,2022-05-07 23:00:00,44.9,44.9,32.0,60.31,0.0,0,,0.0,0.0,4.9,0.1,2.0,1017.6,0.0,9.9,0,0.0,0,10.0,Clear,clear-night,"KSYR,72519014771,72514654773,KFZY,72519664775,KRME"
6,B6,B6,2516,JFK,SYR,2250.0,-17.0,0,0,N,209,,,,0,,2022-05-07 21:45:00,2022-05-07 23:07:00,2022-05-07 22:00:00JFK,2022-05-07 23:00:00SYR,JFK,2022-05-07 22:00:00,48.7,44.0,37.9,65.97,0.0,0,,0.0,0.0,17.2,11.3,40.0,1015.7,100.0,9.9,0,0.0,0,10.0,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732",SYR,2022-05-07 23:00:00,44.9,44.9,32.0,60.31,0.0,0,,0.0,0.0,4.9,0.1,2.0,1017.6,0.0,9.9,0,0.0,0,10.0,Clear,clear-night,"KSYR,72519014771,72514654773,KFZY,72519664775,KRME"
6,B6,B6,656,MCO,SYR,1509.0,33.0,0,0,N,1053,0.0,4.0,0.0,0,,2022-05-07 11:51:00,2022-05-07 14:36:00,2022-05-07 12:00:00MCO,2022-05-07 15:00:00SYR,MCO,2022-05-07 12:00:00,89.4,91.4,65.1,44.69,0.0,0,,0.0,0.0,30.3,22.7,276.0,1009.7,31.0,9.9,548,2.0,5,30.0,Partially cloudy,partly-cloudy-day,"72205312841,72205712854,D4166,72205012815,KISM,KORL,KMCO",SYR,2022-05-07 15:00:00,57.9,57.9,25.2,28.24,0.0,0,,0.0,0.0,12.5,7.2,125.0,1013.7,84.3,9.9,416,1.5,4,10.0,Partially cloudy,partly-cloudy-day,"KSYR,72519014771,72514654773,KFZY,72519664775,0534W,KRME"
6,DL,9E,4736,JFK,SYR,1347.0,-17.0,0,0,N,209,,,,0,,2022-05-07 12:43:00,2022-05-07 14:04:00,2022-05-07 13:00:00JFK,2022-05-07 14:00:00SYR,JFK,2022-05-07 13:00:00,47.9,40.8,44.9,89.4,0.011,100,rain,0.0,0.0,31.6,20.2,42.0,1011.0,100.0,3.0,33,0.1,0,10.0,"Rain, Overcast",rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732",SYR,2022-05-07 14:00:00,57.0,57.0,23.3,26.91,0.0,0,,0.0,0.0,12.1,9.2,106.0,1013.8,94.7,9.9,477,1.7,5,10.0,Overcast,cloudy,"KSYR,72519014771,72514654773,KFZY,72519664775,0534W,KRME"
6,DL,9E,4953,JFK,SYR,2135.0,-21.0,0,0,N,209,,,,0,,2022-05-07 20:30:00,2022-05-07 21:56:00,2022-05-07 20:00:00JFK,2022-05-07 22:00:00SYR,JFK,2022-05-07 20:00:00,47.8,41.4,42.0,79.97,0.0,0,rain,0.0,0.0,30.7,17.0,40.0,1014.1,100.0,8.8,12,0.0,0,10.0,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732",SYR,2022-05-07 22:00:00,46.1,45.1,28.3,49.46,0.0,0,,0.0,0.0,6.0,3.2,50.0,1017.1,0.0,9.9,0,0.0,0,10.0,Clear,clear-night,"KSYR,72519014771,72514654773,KFZY,72519664775,KRME"
6,UA,UA,2051,ORD,SYR,2045.0,-6.0,0,0,N,607,,,,0,,2022-05-07 18:00:00,2022-05-07 20:51:00,2022-05-07 18:00:00ORD,2022-05-07 21:00:00SYR,ORD,2022-05-07 18:00:00,62.6,62.6,27.7,26.43,0.0,0,,0.0,0.0,16.1,12.2,47.0,1014.5,0.0,9.9,266,1.0,3,10.0,Clear,clear-day,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK",SYR,2022-05-07 21:00:00,51.1,51.1,26.3,37.82,0.0,0,,0.0,0.0,10.7,6.9,87.0,1016.4,26.2,9.9,5,0.0,0,10.0,Partially cloudy,partly-cloudy-night,"KSYR,72519014771,E5134,72514654773,KFZY,72519664775,KRME"
6,UA,YX,3602,ORD,SYR,1424.0,58.0,0,0,N,607,0.0,0.0,58.0,0,,2022-05-07 10:37:00,2022-05-07 13:26:00,2022-05-07 11:00:00ORD,2022-05-07 13:00:00SYR,ORD,2022-05-07 11:00:00,58.8,58.8,30.6,34.29,0.0,0,,0.0,0.0,14.8,11.3,64.0,1015.3,0.0,9.9,803,2.9,8,10.0,Clear,clear-day,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK",SYR,2022-05-07 13:00:00,57.0,57.0,24.3,28.17,0.0,0,,0.0,0.0,9.6,8.4,97.0,1013.8,94.7,9.9,601,2.2,6,10.0,Overcast,cloudy,"KSYR,72519014771,72514654773,KFZY,72519664775,0534W,KRME"
6,WN,WN,3884,MCO,SYR,1317.0,7.0,0,0,N,1053,,,,0,,2022-05-07 10:25:00,2022-05-07 13:10:00,2022-05-07 10:00:00MCO,2022-05-07 13:00:00SYR,MCO,2022-05-07 10:00:00,82.1,86.2,70.5,68.06,0.0,0,,0.0,0.0,22.0,13.3,249.0,1010.5,49.8,9.9,372,1.3,4,75.0,Partially cloudy,partly-cloudy-day,"72205312841,72205712854,D4166,72205012815,KISM,KORL,KMCO",SYR,2022-05-07 13:00:00,57.0,57.0,24.3,28.17,0.0,0,,0.0,0.0,9.6,8.4,97.0,1013.8,94.7,9.9,601,2.2,6,10.0,Overcast,cloudy,"KSYR,72519014771,72514654773,KFZY,72519664775,0534W,KRME"
6,UA,OO,5235,ORD,SYR,1634.0,-14.0,0,0,N,607,,,,0,,2022-05-07 13:55:00,2022-05-07 16:48:00,2022-05-07 14:00:00ORD,2022-05-07 17:00:00SYR,ORD,2022-05-07 14:00:00,64.0,64.0,31.2,29.18,0.0,0,,0.0,0.0,24.2,15.3,33.0,1015.2,0.0,9.9,434,1.6,4,10.0,Clear,clear-day,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK",SYR,2022-05-07 17:00:00,61.9,61.9,25.4,24.65,0.0,0,,0.0,0.0,18.3,3.8,40.0,1013.5,84.3,9.9,400,1.4,4,10.0,Partially cloudy,partly-cloudy-day,"KSYR,72519014771,72514654773,KFZY,72519664775,0534W,KRME"
6,AA,YX,4573,ORD,SYR,1618.0,1.0,0,0,N,607,,,,0,,2022-05-14 13:25:00,2022-05-14 16:17:00,2022-05-14 13:00:00ORD,2022-05-14 16:00:00SYR,ORD,2022-05-14 13:00:00,82.6,82.3,57.5,42.45,0.0,0,,0.0,0.0,11.4,6.9,106.0,1012.6,65.0,9.9,639,2.3,6,10.0,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK",SYR,2022-05-14 16:00:00,81.1,82.1,62.0,52.44,0.0,0,,0.0,0.0,6.7,6.8,352.0,1012.3,88.2,9.9,434,1.6,4,30.0,Partially cloudy,partly-cloudy-day,"KSYR,72519014771,72514654773,KFZY,72519664775,0534W,KRME"
6,DL,9E,4730,JFK,SYR,1705.0,40.0,0,0,N,209,0.0,40.0,0.0,0,,2022-05-14 15:10:00,2022-05-14 16:25:00,2022-05-14 15:00:00JFK,2022-05-14 16:00:00SYR,JFK,2022-05-14 15:00:00,69.2,69.2,62.1,78.08,0.0,0,,0.0,0.0,10.5,5.9,114.0,1017.9,100.0,9.9,243,0.9,2,10.0,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732",SYR,2022-05-14 16:00:00,81.1,82.1,62.0,52.44,0.0,0,,0.0,0.0,6.7,6.8,352.0,1012.3,88.2,9.9,434,1.6,4,30.0,Partially cloudy,partly-cloudy-day,"KSYR,72519014771,72514654773,KFZY,72519664775,0534W,KRME"
6,AA,YX,4798,ORD,SYR,2329.0,14.0,0,0,N,607,,,,0,,2022-05-14 20:25:00,2022-05-14 23:15:00,2022-05-14 20:00:00ORD,2022-05-14 23:00:00SYR,ORD,2022-05-14 20:00:00,75.3,75.3,54.9,49.06,0.0,0,,0.0,0.0,4.5,5.5,108.0,1011.2,44.0,9.9,17,0.1,0,10.0,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK",SYR,2022-05-14 23:00:00,71.8,71.8,59.1,64.27,0.0,0,,0.0,0.0,16.8,5.8,179.0,1011.7,85.6,9.9,0,0.0,0,10.0,Partially cloudy,partly-cloudy-night,"KSYR,72519014771,72514654773,KFZY,72519664775,KRME"
6,B6,B6,2516,JFK,SYR,2304.0,-3.0,0,0,N,209,,,,0,,2022-05-14 21:45:00,2022-05-14 23:07:00,2022-05-14 22:00:00JFK,2022-05-14 23:00:00SYR,JFK,2022-05-14 22:00:00,61.1,61.1,60.2,96.73,0.0,0,rain,0.0,0.0,15.2,3.5,170.0,1015.2,100.0,9.5,0,0.0,0,10.0,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732",SYR,2022-05-14 23:00:00,71.8,71.8,59.1,64.27,0.0,0,,0.0,0.0,16.8,5.8,179.0,1011.7,85.6,9.9,0,0.0,0,10.0,Partially cloudy,partly-cloudy-night,"KSYR,72519014771,72514654773,KFZY,72519664775,KRME"
6,B6,B6,656,MCO,SYR,1411.0,-25.0,0,0,N,1053,,,,0,,2022-05-14 11:51:00,2022-05-14 14:36:00,2022-05-14 12:00:00MCO,2022-05-14 15:00:00SYR,MCO,2022-05-14 12:00:00,83.7,86.1,66.5,56.34,0.0,0,,0.0,0.0,2.7,0.4,5.0,1015.5,9.4,9.9,861,3.1,9,30.0,Clear,clear-day,"72205312841,72205712854,D4166,72205012815,KISM,KORL,KMCO",SYR,2022-05-14 15:00:00,79.3,79.3,61.1,53.82,0.0,0,,0.0,0.0,7.2,6.9,360.0,1013.4,87.8,9.9,269,1.0,3,30.0,Partially cloudy,partly-cloudy-day,"KSYR,72519014771,72514654773,KFZY,72519664775,0534W,KRME"
6,DL,9E,4736,JFK,SYR,1406.0,2.0,0,0,N,209,,,,0,,2022-05-14 12:43:00,2022-05-14 14:04:00,2022-05-14 13:00:00JFK,2022-05-14 14:00:00SYR,JFK,2022-05-14 13:00:00,69.3,69.3,61.2,75.45,0.0,0,,0.0,0.0,5.8,4.8,268.0,1018.7,28.7,9.9,473,1.7,5,10.0,Partially cloudy,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732",SYR,2022-05-14 14:00:00,79.2,79.2,61.1,53.99,0.0,0,,0.0,0.0,6.0,5.8,55.0,1014.1,88.2,9.9,429,1.5,4,10.0,Partially cloudy,partly-cloudy-day,"KSYR,72519014771,72514654773,KFZY,72519664775,0534W,KRME"
6,DL,9E,4953,JFK,SYR,2140.0,-16.0,0,0,N,209,,,,0,,2022-05-14 20:30:00,2022-05-14 21:56:00,2022-05-14 20:00:00JFK,2022-05-14 22:00:00SYR,JFK,2022-05-14 20:00:00,62.1,62.1,60.3,93.64,0.0,0,rain,0.0,0.0,10.7,0.2,4.0,1015.6,100.0,8.7,11,0.0,0,10.0,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC",SYR,2022-05-14 22:00:00,73.0,73.0,59.1,61.82,0.0,0,,0.0,0.0,16.8,7.9,180.0,1011.5,100.0,9.9,0,0.0,0,10.0,Overcast,cloudy,"KSYR,72519014771,72514654773,KFZY,72519664775,KRME"
6,UA,UA,2051,ORD,SYR,2104.0,13.0,0,0,N,607,,,,0,,2022-05-14 18:00:00,2022-05-14 20:51:00,2022-05-14 18:00:00ORD,2022-05-14 21:00:00SYR,ORD,2022-05-14 18:00:00,83.7,82.4,53.7,35.65,0.0,0,,0.0,0.0,4.7,6.2,75.0,1010.5,44.0,9.9,90,0.3,1,10.0,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK",SYR,2022-05-14 21:00:00,73.8,73.8,59.1,59.96,0.0,0,,0.0,0.0,22.4,6.7,165.0,1010.9,75.0,9.9,2,0.0,0,10.0,Partially cloudy,partly-cloudy-night,"KSYR,E5907,72519014771,72514654773,KFZY,72519664775,KRME"
6,UA,YX,3602,ORD,SYR,1326.0,0.0,0,0,N,607,,,,0,,2022-05-14 10:37:00,2022-05-14 13:26:00,2022-05-14 11:00:00ORD,2022-05-14 13:00:00SYR,ORD,2022-05-14 11:00:00,79.2,79.2,58.4,48.91,0.0,0,,0.0,0.0,8.7,6.7,37.0,1013.0,70.9,9.9,249,0.9,2,5.0,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK",SYR,2022-05-14 13:00:00,80.9,81.6,60.2,49.43,0.0,0,,0.0,0.0,6.3,5.7,0.0,1014.8,85.4,9.9,725,2.6,7,10.0,Partially cloudy,partly-cloudy-day,"KSYR,72519014771,72514654773,KFZY,72519664775,0534W,KRME"
6,WN,WN,3884,MCO,SYR,1253.0,-17.0,0,0,N,1053,,,,0,,2022-05-14 10:25:00,2022-05-14 13:10:00,2022-05-14 10:00:00MCO,2022-05-14 13:00:00SYR,MCO,2022-05-14 10:00:00,78.8,78.8,67.9,69.22,0.0,0,,0.0,0.0,3.4,0.4,0.0,1016.3,9.7,9.9,384,1.4,4,10.0,Clear,clear-day,"72205312841,72205712854,D4166,72205012815,KISM,KORL,KMCO",SYR,2022-05-14 13:00:00,80.9,81.6,60.2,49.43,0.0,0,,0.0,0.0,6.3,5.7,0.0,1014.8,85.4,9.9,725,2.6,7,10.0,Partially cloudy,partly-cloudy-day,"KSYR,72519014771,72514654773,KFZY,72519664775,0534W,KRME"
6,UA,OO,5235,ORD,SYR,1702.0,14.0,0,0,N,607,,,,0,,2022-05-14 13:55:00,2022-05-14 16:48:00,2022-05-14 14:00:00ORD,2022-05-14 17:00:00SYR,ORD,2022-05-14 14:00:00,83.1,82.4,56.0,39.54,0.0,0,,0.0,0.0,17.2,6.6,40.0,1012.1,78.4,9.9,235,0.8,2,10.0,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK",SYR,2022-05-14 17:00:00,81.0,82.1,62.0,52.42,0.0,0,,0.0,0.0,7.4,3.4,50.0,1011.3,84.3,9.9,247,0.9,2,10.0,Partially cloudy,partly-cloudy-day,"KSYR,72519014771,72514654773,KFZY,72519664775,0534W,KRME"
6,AA,YX,4573,ORD,SYR,1659.0,42.0,0,0,N,607,0.0,13.0,29.0,0,,2022-05-21 13:25:00,2022-05-21 16:17:00,2022-05-21 13:00:00ORD,2022-05-21 16:00:00SYR,ORD,2022-05-21 13:00:00,58.9,58.9,53.3,81.52,0.043,100,rain,0.0,0.0,7.6,2.0,296.0,1017.7,96.6,8.0,38,0.1,0,10.0,"Rain, Overcast",rain,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK",SYR,2022-05-21 16:00:00,82.0,85.3,68.9,64.65,0.011,100,rain,0.0,0.0,19.9,15.9,243.0,1012.7,67.8,7.0,209,0.8,2,100.0,"Rain, Partially cloudy",rain,"KSYR,72519014771,72514654773,KFZY,72519664775,0534W,KRME"
6,DL,9E,4730,JFK,SYR,1614.0,-11.0,0,0,N,209,,,,0,,2022-05-21 15:10:00,2022-05-21 16:25:00,2022-05-21 15:00:00JFK,2022-05-21 16:00:00SYR,JFK,2022-05-21 15:00:00,87.3,90.1,66.8,50.74,0.0,0,,0.0,0.0,9.6,4.8,180.0,1016.2,0.4,9.9,827,3.0,8,100.0,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732",SYR,2022-05-21 16:00:00,82.0,85.3,68.9,64.65,0.011,100,rain,0.0,0.0,19.9,15.9,243.0,1012.7,67.8,7.0,209,0.8,2,100.0,"Rain, Partially cloudy",rain,"KSYR,72519014771,72514654773,KFZY,72519664775,0534W,KRME"
6,AA,YX,4798,ORD,SYR,13.0,58.0,0,0,N,607,0.0,12.0,46.0,0,,2022-05-21 20:25:00,2022-05-21 23:15:00,2022-05-21 20:00:00ORD,2022-05-21 23:00:00SYR,ORD,2022-05-21 20:00:00,60.2,60.2,49.7,68.32,0.0,0,,0.0,0.0,6.0,1.7,330.0,1017.2,100.0,9.9,9,0.0,0,10.0,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK",SYR,2022-05-21 23:00:00,71.7,71.7,58.0,62.06,0.004,100,rain,0.0,0.0,35.6,12.4,280.0,1017.5,88.9,9.6,0,0.0,0,10.0,"Rain, Partially cloudy",rain,"KSYR,72519014771,72514654773,KFZY,72519664775,KRME"
